Book_Title,Book_Author,Year_Of_Publication,Publisher,avg_rating,num_ratings,Image_URL_L
Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998.0,Perennial,6.685393258426966,89,http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg
How to Be Good,Nick Hornby,2002.0,Riverhead Books,6.673076923076923,104,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg
Bleachers,John Grisham,2003.0,Doubleday,6.648648648648648,74,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg
Hornet's Nest,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,6.640625,64,http://images.amazon.com/images/P/042516098X.01.LZZZZZZZ.jpg
Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,6.568627450980392,51,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg
Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996.0,Penguin Books,6.53030303030303,66,http://images.amazon.com/images/P/0140244824.01.LZZZZZZZ.jpg
Slow Waltz in Cedar Bend,Robert James Waller,1993.0,Warner Books,6.42,50,http://images.amazon.com/images/P/0446516538.01.LZZZZZZZ.jpg
4 Blondes,Candace Bushnell,2002.0,Signet Book,5.653846153846154,52,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg
Four Blondes,Candace Bushnell,2001.0,Grove Press,5.444444444444445,54,http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg
Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,5.338028169014085,71,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
Wild Animus,Rich Shapero,2004.0,Too Far,4.3907056798623065,581,http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg
